id,name,picture,permalink,total_items_in_this_category,path_from_root,children_categories,attribute_types,meta_categ_id,attributable,date_created,settings.adult_content,settings.buying_allowed,settings.buying_modes,settings.catalog_domain,settings.coverage_areas,settings.currencies,settings.fragile,settings.immediate_payment,settings.item_conditions,settings.items_reviews_allowed,settings.listing_allowed,settings.max_description_length,settings.max_pictures_per_item,settings.max_pictures_per_item_var,settings.max_sub_title_length,settings.max_title_length,settings.maximum_price,settings.minimum_price,settings.mirror_category,settings.mirror_master_category,settings.mirror_slave_categories,settings.price,settings.reservation_allowed,settings.restrictions,settings.rounded_address,settings.seller_contact,settings.shipping_modes,settings.shipping_options,settings.shipping_profile,settings.show_contact_information,settings.simple_shipping,settings.stock,settings.sub_vertical,settings.subscribable,settings.tags,settings.vertical,settings.vip_subdomain,settings.buyer_protection_programs,settings.status
MLA28130,Conjuntos,,,14757,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1396', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA28130', 'name': 'Conjuntos'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_CLOTHING_SETS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA39956,,['MLA39956'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA1386,Cochecitos para Bebés,http://resources.mlstatic.com/category/images/9dcf403d-7d97-47dc-9631-61f8e2280b0b.png,,16274,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA418189', 'name': 'Paseo del Bebé'}, {'id': 'MLA1386', 'name': 'Cochecitos para Bebés'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_STROLLERS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA22640,Juegos de Encastre,,,5985,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1392', 'name': 'Juegos y Juguetes para Bebés'}, {'id': 'MLA22640', 'name': 'Juegos de Encastre'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-SORTING_AND_STACKING_TOYS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA352337,,['MLA352337'],required,not_allowed,[],False,not_allowed,"['custom', 'me2', 'me1', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA31439,Gorros,,,1389,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1396', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA1401', 'name': 'Accesorios'}, {'id': 'MLA31439', 'name': 'Gorros'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-HATS_AND_CAPS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA39984,,['MLA39984'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA1166,Peluches,,,37016,"[{'id': 'MLA1132', 'name': 'Juegos y Juguetes'}, {'id': 'MLA1166', 'name': 'Peluches'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-STUFFED_TOYS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA6563,,['MLA6563'],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'not_specified', 'custom']","['custom', 'carrier']",optional,False,optional,required,toys,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA39961,Trajes de Baño,,,2369,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1396', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA39961', 'name': 'Trajes de Baño'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_SWIMWEAR,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA39979,,['MLA39979'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,[],enabled
MLA74021,Pisos de Goma,,,2082,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1390', 'name': 'Seguridad para Bebés'}, {'id': 'MLA74021', 'name': 'Pisos de Goma'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_PUZZLE_PLAY_MATS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA39945,Sacaleches,,,2416,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA5360', 'name': 'Lactancia y Alimentación'}, {'id': 'MLA39945', 'name': 'Sacaleches'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-MILK_EXTRACTORS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,[],enabled
MLA27814,Gimnasios,,,3045,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1392', 'name': 'Juegos y Juguetes para Bebés'}, {'id': 'MLA27814', 'name': 'Gimnasios'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_GYMS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA27821,,['MLA27821'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA10209,Bodys,,,19190,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1396', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA10209', 'name': 'Bodys'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_BODYSUITS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA10271,,['MLA10271'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA414135,Trabas para Puertas,,,768,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1390', 'name': 'Seguridad para Bebés'}, {'id': 'MLA414135', 'name': 'Trabas para Puertas'}]",[],attributes,,False,2018-05-21T15:58:52.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_SAFETY_LOCKS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA412785,Fulares,,,795,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA418189', 'name': 'Paseo del Bebé'}, {'id': 'MLA39963', 'name': 'Mochilas y Porta Bebés'}, {'id': 'MLA412785', 'name': 'Fulares'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_WRAP_SLINGS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA418318,Protectores de Enchufes,,,176,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1390', 'name': 'Seguridad para Bebés'}, {'id': 'MLA418318', 'name': 'Protectores de Enchufes'}]",[],attributes,,False,2018-10-18T08:49:18.000Z,False,True,"['auction', 'buy_it_now']",MLA-OUTLET_PLUG_COVERS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA1391,Sillas de Comer,http://resources.mlstatic.com/category/images/e4176a9f-c198-43d6-a8f8-61706122b3b9.png,,4837,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA5360', 'name': 'Lactancia y Alimentación'}, {'id': 'MLA1391', 'name': 'Sillas de Comer'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_HIGH_CHAIRS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,[],enabled
MLA433532,Correas de Muñeca,,,45,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA418189', 'name': 'Paseo del Bebé'}, {'id': 'MLA433532', 'name': 'Correas de Muñeca'}]",[],none,,False,2019-05-16T15:34:28.000Z,False,True,"['auction', 'buy_it_now']",MLA-KIDS_WRIST_LEASHES,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA413746,Bolsas para Leche Materna,,,210,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA5360', 'name': 'Lactancia y Alimentación'}, {'id': 'MLA413746', 'name': 'Bolsas para Leche Materna'}]",[],attributes,,False,2018-05-08T13:28:13.000Z,False,True,"['auction', 'buy_it_now']",MLA-BREAST_MILK_STORAGE_BAGS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,[],enabled
MLA10271,Bodys,,,1042,"[{'id': 'MLA1430', 'name': 'Ropa y Accesorios'}, {'id': 'MLA1455', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA10271', 'name': 'Bodys'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_BODYSUITS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA10209,MLA10209,[],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['custom', 'carrier']",optional,False,optional,required,baby_toys_clothes,False,"['carousel', 'baby', 'selftitle']",apparel,articulo,"['delivered', 'undelivered']",enabled
MLA24788,Mochilas y Bolsos Maternales,,,3185,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA417864', 'name': 'Artículos de Maternidad'}, {'id': 'MLA24788', 'name': 'Mochilas y Bolsos Maternales'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-DIAPER_BAGS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'me2', 'me1', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA417753,Pata Patas,,,2549,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA8814', 'name': 'Andadores y Vehículos de Bebés'}, {'id': 'MLA417753', 'name': 'Pata Patas'}]",[],variations,,False,2018-09-12T16:36:04.000Z,False,True,"['auction', 'buy_it_now']",MLA-PUSH_AND_RIDING_TOYS,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA454736,,['MLA454736'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA49536,Pelelas,,,1617,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA5702', 'name': 'Artículos de Bebés para Baño'}, {'id': 'MLA49536', 'name': 'Pelelas'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-POTTIES,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,babies,False,[],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA417914,Otros,,,722,"[{'id': 'MLA1384', 'name': 'Bebés'}, {'id': 'MLA1396', 'name': 'Ropa y Calzado para Bebés'}, {'id': 'MLA1401', 'name': 'Accesorios'}, {'id': 'MLA417914', 'name': 'Otros'}]",[],variations,,False,2018-10-03T15:36:47.000Z,False,True,"['auction', 'buy_it_now']",MLA-BABY_CLOTHING,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA417917,,['MLA417917'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,baby_toys_clothes,False,['others'],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA3659,Otros,,,11993,"[{'id': 'MLA1132', 'name': 'Juegos y Juguetes'}, {'id': 'MLA3655', 'name': 'Juguetes para Bebés'}, {'id': 'MLA3659', 'name': 'Otros'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-BABY_SUPPLIES,not_allowed,['ARS'],False,required,"['not_specified', 'used', 'new']",False,True,50000,12,10,70,60,,33,MLA1887,MLA1887,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['custom', 'carrier']",optional,False,optional,required,baby_toys_clothes,False,['others'],toys_babies,articulo,"['delivered', 'undelivered']",enabled
MLA5411,Cortadoras de Pelo,,,9577,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA409558', 'name': 'Electrodomésticos de Belleza'}, {'id': 'MLA455174', 'name': 'Artefactos para el Cabello'}, {'id': 'MLA5411', 'name': 'Cortadoras de Pelo'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-HAIR_CLIPPERS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,MLA125428,,['MLA125428'],required,not_allowed,[],False,not_allowed,"['me2', 'custom', 'me1', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_electronics,articulo,[],enabled
MLA411152,En Barra,,,4509,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA393366', 'name': 'Higiene Personal'}, {'id': 'MLA30853', 'name': 'Jabones'}, {'id': 'MLA411152', 'name': 'En Barra'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-BAR_SOAPS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me2', 'me1', 'custom']","['carrier', 'custom']",optional,False,optional,required,health_beauty,False,[],consumer_goods,articulo,[],enabled
MLA431603,Afeitadoras Eléctricas,,,2214,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA409558', 'name': 'Electrodomésticos de Belleza'}, {'id': 'MLA431603', 'name': 'Afeitadoras Eléctricas'}]",[],variations,,False,2019-03-14T17:37:06.000Z,False,True,"['buy_it_now', 'auction']",MLA-HAIR_CLIPPERS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,MLA4599,,['MLA4599'],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,health_beauty,False,[],consumer_goods,articulo,[],enabled
MLA409333,Tiras Blanqueadoras,,,134,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA393366', 'name': 'Higiene Personal'}, {'id': 'MLA6182', 'name': 'Cuidado Bucal'}, {'id': 'MLA409333', 'name': 'Tiras Blanqueadoras'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-TEETH_WHITENING_PRODUCTS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me2', 'me1', 'custom']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_goods,articulo,[],enabled
MLA4598,Planchitas de Pelo,,,7651,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA409558', 'name': 'Electrodomésticos de Belleza'}, {'id': 'MLA455174', 'name': 'Artefactos para el Cabello'}, {'id': 'MLA4598', 'name': 'Planchitas de Pelo'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-HAIR_STRAIGHTENERS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,MLA10503,,['MLA10503'],required,not_allowed,[],False,not_allowed,"['not_specified', 'me1', 'me2', 'custom']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_electronics,articulo,[],enabled
MLA392400,Protector Solar,,,7112,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1253', 'name': 'Cuidado de la Piel'}, {'id': 'MLA1254', 'name': 'Protección Solar'}, {'id': 'MLA392400', 'name': 'Protector Solar'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-SUNSCREENS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_goods,articulo,[],enabled
MLA389262,Pestañas Postizas,,,1243,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1248', 'name': 'Maquillaje'}, {'id': 'MLA1252', 'name': 'Ojos'}, {'id': 'MLA389262', 'name': 'Pestañas Postizas'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-FALSE_EYELASHES,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me1', 'me2', 'custom']","['carrier', 'custom']",optional,False,optional,required,beauty,False,[],consumer_goods,articulo,[],enabled
MLA409559,Alisadores,,,1702,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA409558', 'name': 'Electrodomésticos de Belleza'}, {'id': 'MLA455174', 'name': 'Artefactos para el Cabello'}, {'id': 'MLA455177', 'name': 'Cepillos Eléctricos'}, {'id': 'MLA409559', 'name': 'Alisadores'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-HAIR_STRAIGHTENING_BRUSHES,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,MLA455186,,['MLA455186'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,health_beauty,False,[],consumer_goods,articulo,[],enabled
MLA43686,Set de Maquillaje,,,4579,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1248', 'name': 'Maquillaje'}, {'id': 'MLA43686', 'name': 'Set de Maquillaje'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-MAKEUP_SETS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'me2', 'me1', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,beauty,False,[],consumer_goods,articulo,[],enabled
MLA392701,Cuidado Corporal,,,20914,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1253', 'name': 'Cuidado de la Piel'}, {'id': 'MLA392701', 'name': 'Cuidado Corporal'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-BODY_SKIN_CARE_PRODUCTS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_goods,articulo,[],enabled
MLA392452,Cuidado Facial,,,39469,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1253', 'name': 'Cuidado de la Piel'}, {'id': 'MLA392452', 'name': 'Cuidado Facial'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-FACIAL_SKIN_CARE_PRODUCTS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'not_specified', 'custom']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_goods,articulo,[],enabled
MLA29903,Otros,,,1258,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1248', 'name': 'Maquillaje'}, {'id': 'MLA1252', 'name': 'Ojos'}, {'id': 'MLA29903', 'name': 'Otros'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-MAKEUP,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,beauty,False,['others'],consumer_goods,articulo,[],enabled
MLA411087,Exfoliadores de Pies y Manos,,,617,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA29884', 'name': 'Manicuría y Pedicuría'}, {'id': 'MLA418895', 'name': 'Tratamientos para Manos y Pies'}, {'id': 'MLA411087', 'name': 'Exfoliadores de Pies y Manos'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-MANICURE_AND_PEDICURE_ELECTRONIC_EXFOLIATORS_AND_FILES,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,beauty,False,[],consumer_goods,articulo,[],enabled
MLA411766,Cabinas para Uñas,,,3678,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA29884', 'name': 'Manicuría y Pedicuría'}, {'id': 'MLA29913', 'name': 'Uñas Esculpidas'}, {'id': 'MLA411766', 'name': 'Cabinas para Uñas'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-NAIL_DRYERS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,beauty,False,[],consumer_goods,articulo,[],enabled
MLA4597,Secadores de Pelo,,,7024,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA409558', 'name': 'Electrodomésticos de Belleza'}, {'id': 'MLA455174', 'name': 'Artefactos para el Cabello'}, {'id': 'MLA4597', 'name': 'Secadores de Pelo'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-HAIR_DRYERS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,MLA4773,,['MLA4773'],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,personal_care,False,[],consumer_electronics,articulo,[],enabled
MLA389327,Extensiones de Pestañas,,,3270,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA1248', 'name': 'Maquillaje'}, {'id': 'MLA1252', 'name': 'Ojos'}, {'id': 'MLA389327', 'name': 'Extensiones de Pestañas'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-EYELASH_EXTENSIONS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me1', 'me2', 'custom']","['carrier', 'custom']",optional,False,optional,required,beauty,False,[],consumer_goods,articulo,[],enabled
MLA393757,Electroestimuladores,,,1630,"[{'id': 'MLA1246', 'name': 'Belleza y Cuidado Personal'}, {'id': 'MLA417770', 'name': 'Tratamientos de Belleza'}, {'id': 'MLA393682', 'name': 'Equipos de Estética'}, {'id': 'MLA431638', 'name': 'Electroestimuladores'}, {'id': 'MLA393757', 'name': 'Electroestimuladores'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-ELECTRONIC_MUSCLE_STIMULATORS,not_allowed,['ARS'],False,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,health_beauty,False,[],consumer_goods,articulo,[],enabled
