id,name,picture,permalink,total_items_in_this_category,path_from_root,children_categories,attribute_types,meta_categ_id,attributable,date_created,settings.adult_content,settings.buying_allowed,settings.buying_modes,settings.catalog_domain,settings.coverage_areas,settings.currencies,settings.fragile,settings.immediate_payment,settings.item_conditions,settings.items_reviews_allowed,settings.listing_allowed,settings.max_description_length,settings.max_pictures_per_item,settings.max_pictures_per_item_var,settings.max_sub_title_length,settings.max_title_length,settings.maximum_price,settings.minimum_price,settings.mirror_category,settings.mirror_master_category,settings.mirror_slave_categories,settings.price,settings.reservation_allowed,settings.restrictions,settings.rounded_address,settings.seller_contact,settings.shipping_modes,settings.shipping_options,settings.shipping_profile,settings.show_contact_information,settings.simple_shipping,settings.stock,settings.sub_vertical,settings.subscribable,settings.tags,settings.vertical,settings.vip_subdomain,settings.buyer_protection_programs,settings.status
MLA6867,Estéreos,http://resources.mlstatic.com/category/images/4aa580a8-7fe9-4e40-a6fc-8f06615f2f7d.png,,6214,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA3381', 'name': 'Audio para Vehículos'}, {'id': 'MLA437346', 'name': 'Reproductores'}, {'id': 'MLA6867', 'name': 'Estéreos'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-VEHICLE_STEREOS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_audio,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA373345,Llaves Telecomando,,,6188,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA373344', 'name': 'Cerraduras y Llaves'}, {'id': 'MLA373345', 'name': 'Llaves Telecomando'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AUTOMOTIVE_IGNITION_KEYS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_parts,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA72284,Fundas Cobertoras,,,7226,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86014', 'name': 'Accesorios de Exterior'}, {'id': 'MLA45542', 'name': 'Fundas de Autos'}, {'id': 'MLA72284', 'name': 'Fundas Cobertoras'}]",[],none,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CARS_AND_VANS_COVERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'not_specified', 'custom']","['carrier', 'custom']",optional,False,optional,required,car_exterior_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA373298,Kits de Distribución,,,184157,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA3172', 'name': 'Motor'}, {'id': 'MLA373292', 'name': 'Distribución'}, {'id': 'MLA373298', 'name': 'Kits de Distribución'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-DISTRIBUTION_KITS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_engine,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA72278,Fundas para Asientos,,,61216,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86024', 'name': 'Accesorios de Interior'}, {'id': 'MLA72278', 'name': 'Fundas para Asientos'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CAR_SEAT_COVERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,MLA86420,,['MLA86420'],required,not_allowed,[],False,not_allowed,"['me1', 'not_specified', 'custom', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA455216,Dispositivos para TelePASE,,,0,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA455216', 'name': 'Dispositivos para TelePASE'}]",[],none,,False,2020-11-17T17:52:33.968Z,False,True,"['auction', 'buy_it_now']",MLA-TOLL_TAGS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA7446,Pantallas,,,2156,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA3381', 'name': 'Audio para Vehículos'}, {'id': 'MLA7446', 'name': 'Pantallas'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CAR_SCREENS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me2', 'me1', 'custom']","['carrier', 'custom']",optional,False,optional,required,car_audio,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA433673,Hidráulicos,,,4178,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA2227', 'name': 'Herramientas'}, {'id': 'MLA455303', 'name': 'Elevación'}, {'id': 'MLA60568', 'name': 'Críquets'}, {'id': 'MLA433673', 'name': 'Hidráulicos'}]",[],attributes,,False,2019-05-22T10:15:55.000Z,False,True,"['auction', 'buy_it_now']",MLA-HYDRAULIC_VEHICLE_JACKS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA403345,Fundas Cubre Ruedas,,,692,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86014', 'name': 'Accesorios de Exterior'}, {'id': 'MLA45542', 'name': 'Fundas de Autos'}, {'id': 'MLA403345', 'name': 'Fundas Cubre Ruedas'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AUTOMOTIVE_SPARE_TIRE_COVERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'not_specified', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_exterior_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA85998,Cables de Bujía,,,45087,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA22260', 'name': 'Encendido'}, {'id': 'MLA85998', 'name': 'Cables de Bujía'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-SPARK_PLUG_WIRESETS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,MLA437389,,['MLA437389'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_ignition,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA86681,LED,,,19604,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4589', 'name': 'Tuning'}, {'id': 'MLA402989', 'name': 'Iluminación'}, {'id': 'MLA2228', 'name': 'Lámparas'}, {'id': 'MLA86681', 'name': 'LED'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-VEHICLE_LED_BULBS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA370797,Mini Compresores,,,1438,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA2227', 'name': 'Herramientas'}, {'id': 'MLA60566', 'name': 'Infladores'}, {'id': 'MLA370797', 'name': 'Mini Compresores'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AIR_COMPRESSORS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA370810,Kit de Seguridad para Autos,,,1374,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA86080', 'name': 'Seguridad Vehicular'}, {'id': 'MLA370810', 'name': 'Kit de Seguridad para Autos'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CAR_EMERGENCY_KITS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me2', 'custom', 'me1']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA430581,Eslingas,,,723,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86014', 'name': 'Accesorios de Exterior'}, {'id': 'MLA430581', 'name': 'Eslingas'}]",[],attributes,,False,2019-02-12T10:44:54.000Z,False,True,"['auction', 'buy_it_now']",MLA-VEHICLE_TOW_ROPES,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_exterior_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA416861,Transmisores FM,http://resources.mlstatic.com/category/images/e22cfb73-9503-4865-8631-2a95382f1bde.png,,403,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA3381', 'name': 'Audio para Vehículos'}, {'id': 'MLA437346', 'name': 'Reproductores'}, {'id': 'MLA437351', 'name': 'Accesorios para Estéreos'}, {'id': 'MLA416861', 'name': 'Transmisores FM'}]",[],attributes,,False,2018-06-25T10:24:21.000Z,False,True,"['auction', 'buy_it_now']",MLA-WIRELESS_FM_TRANSMITTERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_audio,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA60957,Bobinas de Encendido,,,108222,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA22260', 'name': 'Encendido'}, {'id': 'MLA60957', 'name': 'Bobinas de Encendido'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AUTOMOTIVE_IGNITION_COILS,not_allowed,['ARS'],False,required,"['new', 'used', 'not_specified']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_ignition,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA4712,Cascos,http://resources.mlstatic.com/category/images/3e764793-d94e-4131-a875-e94e7ddced50.png,,23333,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4711', 'name': 'Acc. para Motos y Cuatriciclos'}, {'id': 'MLA4712', 'name': 'Cascos'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-MOTORCYCLE_HELMETS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,motorcycle_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA2219,Cubre Alfombras,,,12937,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86024', 'name': 'Accesorios de Interior'}, {'id': 'MLA2219', 'name': 'Cubre Alfombras'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AUTOMOTIVE_MATS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'me1', 'me2', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA402997,Barras LED,,,6933,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4589', 'name': 'Tuning'}, {'id': 'MLA402989', 'name': 'Iluminación'}, {'id': 'MLA402997', 'name': 'Barras LED'}]",[],none,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AUTOMOTIVE_LED_LIGHT_BARS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA437254,Soportes de Parabrisas,,,67,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4711', 'name': 'Acc. para Motos y Cuatriciclos'}, {'id': 'MLA437254', 'name': 'Soportes de Parabrisas'}]",[],attributes,,False,2019-08-13T09:23:49.000Z,False,True,"['auction', 'buy_it_now']",MLA-VEHICLE_ACCESSORIES,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,motorcycle_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA373358,Airbags,,,3860,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA373357', 'name': 'Componentes de Seguridad'}, {'id': 'MLA373358', 'name': 'Airbags'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-AIRBAGS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_parts,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA45905,Sensores de Estacionamiento,,,2987,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA6520', 'name': 'Accesorios de Auto y Camioneta'}, {'id': 'MLA86014', 'name': 'Accesorios de Exterior'}, {'id': 'MLA45905', 'name': 'Sensores de Estacionamiento'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-PARKING_SENSORS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'me2', 'me1', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,car_exterior_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA86840,Aspiradoras,http://resources.mlstatic.com/category/images/c032f003-e3ea-46b3-959a-8b7866589e85.png,,952,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA86838', 'name': 'Limpieza de Vehículos'}, {'id': 'MLA86840', 'name': 'Aspiradoras'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-VACUUM_CLEANERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA61216,Guantes,,,5437,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4711', 'name': 'Acc. para Motos y Cuatriciclos'}, {'id': 'MLA11076', 'name': 'Indumentaria y Calzado'}, {'id': 'MLA61216', 'name': 'Guantes'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-MOTORCYCLE_GLOVES,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me1', 'custom', 'me2']","['carrier', 'custom']",optional,False,optional,required,motorcycle_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA61201,Inyectores,,,35377,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA22245', 'name': 'Inyección'}, {'id': 'MLA61201', 'name': 'Inyectores'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-FUEL_INJECTORS,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['me2', 'me1', 'not_specified', 'custom']","['carrier', 'custom']",optional,False,optional,required,car_injection,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA86016,Cierres Centralizados,,,1684,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA86080', 'name': 'Seguridad Vehicular'}, {'id': 'MLA86016', 'name': 'Cierres Centralizados'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-VEHICLE_ACCESSORIES,not_allowed,['ARS'],False,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA60569,Scanners,,,3665,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA2227', 'name': 'Herramientas'}, {'id': 'MLA455301', 'name': 'Escaneo'}, {'id': 'MLA60569', 'name': 'Scanners'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CAR_SCANNERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'me1', 'me2', 'custom']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA60606,Matafuegos,,,728,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA86080', 'name': 'Seguridad Vehicular'}, {'id': 'MLA60606', 'name': 'Matafuegos'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-FIRE_EXTINGUISHERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,vehicle_parts_accessories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA45502,Baterías,,,23789,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1771', 'name': 'Repuestos Motos y Cuatriciclos'}, {'id': 'MLA45502', 'name': 'Baterías'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-MOTORCYCLE_BATTERIES,not_allowed,['ARS'],True,required,['new'],False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,motorcycle_parts,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA22297,Fundas para Motos,,,4608,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4711', 'name': 'Acc. para Motos y Cuatriciclos'}, {'id': 'MLA22297', 'name': 'Fundas para Motos'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-MOTORCYCLE_COVERS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,motorcycle_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA376668,Teclas de Alza Cristales,,,14187,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA1747', 'name': 'Repuestos Autos y Camionetas'}, {'id': 'MLA373144', 'name': 'Repuestos de Habitáculo'}, {'id': 'MLA376664', 'name': 'Teclas y Comandos'}, {'id': 'MLA376668', 'name': 'Teclas de Alza Cristales'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-CAR_WINDOW_SWITCHES,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,car_parts,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA433782,De Seguridad,,,1458,"[{'id': 'MLA5725', 'name': 'Accesorios para Vehículos'}, {'id': 'MLA4711', 'name': 'Acc. para Motos y Cuatriciclos'}, {'id': 'MLA22204', 'name': 'Lingas y Trabas'}, {'id': 'MLA420072', 'name': 'Lingas'}, {'id': 'MLA433782', 'name': 'De Seguridad'}]",[],attributes,,False,2019-05-31T09:10:57.000Z,False,True,"['auction', 'buy_it_now']",MLA-BICYCLE_AND_MOTORCYCLE_LOCKS,not_allowed,['ARS'],False,required,"['used', 'not_specified', 'new']",False,True,50000,12,10,70,60,,33,MLA433784,,['MLA433784'],required,not_allowed,[],False,not_allowed,"['me1', 'me2', 'custom', 'not_specified']","['carrier', 'custom']",optional,False,optional,required,motorcycle_accesories,False,[],vehicle_parts_accessories,articulo,"['delivered', 'undelivered']",enabled
MLA30840,Hidrolavadoras,,,5811,"[{'id': 'MLA407134', 'name': 'Herramientas y Construcción'}, {'id': 'MLA5228', 'name': 'Herramientas Eléctricas'}, {'id': 'MLA455279', 'name': 'Limpieza'}, {'id': 'MLA30840', 'name': 'Hidrolavadoras'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-ELECTRIC_PRESSURE_WASHERS,not_allowed,['ARS'],False,required,"['new', 'used', 'not_specified']",False,True,50000,12,10,70,60,,33,MLA442420,,['MLA442420'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,building,False,[],home_industries,articulo,"['delivered', 'undelivered']",enabled
MLA404085,Otros,,,1885,"[{'id': 'MLA1512', 'name': 'Agro'}, {'id': 'MLA404085', 'name': 'Otros'}]",[],attributes,,False,2018-04-25T08:12:56.000Z,False,True,"['auction', 'buy_it_now']",MLA-INDUSTRIAL_AND_COMMERCIAL_EQUIPMENT,not_allowed,['ARS'],True,required,"['new', 'not_specified', 'used']",False,True,50000,12,10,70,60,,33,,,[],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['custom', 'carrier']",optional,False,optional,required,industries,False,['others'],home_industries,articulo,"['delivered', 'undelivered']",enabled
MLA5231,Soldadoras,,,7788,"[{'id': 'MLA407134', 'name': 'Herramientas y Construcción'}, {'id': 'MLA5228', 'name': 'Herramientas Eléctricas'}, {'id': 'MLA455278', 'name': 'Soldadura'}, {'id': 'MLA5231', 'name': 'Soldadoras'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-WELDING_MACHINES,not_allowed,['ARS'],False,required,"['new', 'used', 'not_specified']",False,True,50000,12,10,70,60,,33,MLA442419,,['MLA442419'],required,not_allowed,[],False,not_allowed,"['custom', 'not_specified', 'me1', 'me2']","['carrier', 'custom']",optional,False,optional,required,building,False,[],home_industries,articulo,"['delivered', 'undelivered']",enabled
MLA30768,Bombas Centrífugas,,,7650,"[{'id': 'MLA407134', 'name': 'Herramientas y Construcción'}, {'id': 'MLA1500', 'name': 'Construcción'}, {'id': 'MLA435273', 'name': 'Plomería'}, {'id': 'MLA48892', 'name': 'Bombas'}, {'id': 'MLA30768', 'name': 'Bombas Centrífugas'}]",[],variations,,False,2018-04-25T08:12:56.000Z,False,True,"['buy_it_now', 'auction']",MLA-CENTRIFUGAL_PUMPS,not_allowed,['ARS'],False,required,"['new', 'used', 'not_specified']",False,True,50000,12,10,70,60,,33,MLA442398,,['MLA442398'],required,not_allowed,[],False,not_allowed,"['not_specified', 'custom', 'me2', 'me1']","['carrier', 'custom']",optional,False,optional,required,tools,False,[],home_industries,articulo,"['delivered', 'undelivered']",enabled
