initial_quantity,location_0,shipping_6,available_quantity,seller_cancellations_rate,seller_sales_completed,catalog_listing,seller_transactions_canceled,location_4,shipping_local_pick_up,original_price,base_price,health,seller_cancellations_value,seller_address,eshop_seller,seller_id,shipping_3,seller_transactions_completed,eshop_id,seller_transactions_total,eshop_1,order_backend,installments_amount,category_2,sales_potential_1,revenue_potential_1,sales_rate_1,influence_zone_1,efectiveness_1,revenue_1,reputation_1,sales_potential_2,revenue_potential_2,sales_rate_2,influence_zone_2,efectiveness_2,revenue_2,reputation_2,sales_potential_3,revenue_potential_3,sales_rate_3,influence_zone_3,efectiveness_3,revenue_3,reputation_3,sales_potential_4,revenue_potential_4,sales_rate_4,influence_zone_4,efectiveness_4,revenue_4,reputation_4,sales_potential_5,revenue_potential_5,sales_rate_5,influence_zone_5,efectiveness_5,revenue_5,reputation_5,initial_quantity_category_2,available_quantity_category_2,original_price_category_2,health_category_2,seller_cancellations_rate_category_2,initial_quantity_location_0,available_quantity_location_0,original_price_location_0,health_location_0,seller_cancellations_rate_location_0,initial_quantity_category_2_comparative,available_quantity_category_2_comparative,original_price_category_2_comparative,health_category_2_comparative,seller_cancellations_rate_category_2_comparative,initial_quantity_location_0_comparative,available_quantity_location_0_comparative,original_price_location_0_comparative,health_location_0_comparative,seller_cancellations_rate_location_0_comparative,sold_quantity
1275,1,1390.0,500,0.0082,39550368,False,7,352,0,7818,True,1,2,1114748112,8098,280,335670.0,0.75,1390.0,0,0,39550368.0,0,197.11,4.1000000000000005,32057.900000000005,0.39215686274509803,118982180.0,inf,9969225,1215759146.3414633,16.810000000000006,17275787490.01211,0.15378700499807765,1.41567591575524e+16,inf,99385447100625,1.4780703019129236e+18,68.92100000000002,1.564978407648345e+17,0.060308629411010846,1.684402066300548e+24,inf,-5328296108587521639,1.796977488486325e+27,282.57610000000017,2.3831235591187792e+25,0.02365044290627876,2.0041382984494375e+32,inf,3207103557488151201,2.1846918173969612e+36,1158.5620100000008,6.100318125749194e+34,0.009274683492658338,2.3845674377100466e+40,inf,-2587511349733300759,2.6560590589377098e+45,701.75,125.75,55940.75,16.0,0.002275,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.816886355539722,3.9761431411530817,0.13975500864754226,0.0625,3.6043956043956045,0.30834054189803833,0.4692138562461087,0.16762490970085003,0.037396619920891765,2.413357230449958,500
1333,1,1749.0,150,0.0019,312079784,False,7,2002,0,17678,True,27,1,865376705,18135,457,299206.0,0.77,1749.0,1,0,312079784.0,0,248.02,0.285,5038.514999999999,0.11252813203300825,602812865.0,0.77,23566107,334886783684.2105,0.08122499999999999,2062029.2983394002,0.012662580498838137,3.633833502095082e+17,0.5929,555361399135449,1.121491578863552e+23,0.023149124999999993,68545165.2104119,0.0014248965302518534,2.19052158433092e+26,0.456533,8964607435626531299,3.7557270777454206e+34,0.006597500624999998,185075334.67417723,0.0001603409448895559,1.320474592094861e+35,0.35153041,4258669577778081777,1.2577433614618626e+46,0.001880287678124999,40589152.11938846,1.8042867016829246e-05,7.959990720204095e+43,0.2706784157,-4501960740246932117,4.212016290201306e+57,3898.5,574.5,16897.0,17.5,0.0023,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,0.3419263819417725,0.26109660574412535,1.046221222702255,1.542857142857143,0.8260869565217391,0.32236701360790987,0.14076415687383262,0.3790321250564885,1.0097087378640777,0.5591925290066976,500
2219,1,1499.0,50,0.0014,448440537,False,4,6911,0,31173,True,31,1,1111963702,32207,1034,438862.0,0.77,1499.0,0,0,448440537.0,0,212.57,0.06999999999999999,2182.18,0.02253267237494367,3043775232.0,inf,69175106,1531734490000.0,0.004899999999999999,23333.35680675999,0.0005077213243565496,9.264567662936654e+18,inf,4785195290111236,2.34621054785556e+24,0.0003429999999999999,1222.5312052033773,1.144031825949864e-05,2.8199261587634713e+28,inf,8015765501307893512,3.593771616952157e+36,2.400999999999999e-05,0.3138620192697179,2.577809432063687e-07,8.583221398113153e+37,inf,-8204025761787647984,5.5047039348686877e+48,1.6806999999999992e-06,3.948331927494787e-07,5.808493537773066e-09,2.6125396702349227e+47,inf,6430444162325627936,8.431744874277083e+60,1427.25,13.25,62862.75,33.5,0.00155,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.554738132772815,3.7735849056603774,0.49588985527995516,0.9253731343283582,0.9032258064516129,0.5366334607621546,0.04692138562461087,0.6683769902922229,1.1592952175476448,0.41203660032072453,500
708,1,849.0,150,0.0,82989761,False,4,2499,0,6826,False,17,1,1067087091,7115,289,389576.0,0.75,764.1,0,0,82989761.0,0,108.36,0.0,0.0,0.211864406779661,976062500.0,inf,4832808,inf,0.0,0.0,0.04488652686009767,9.5269800390625e+17,inf,23356033164864,inf,0.0,0.0,0.009509857385613912,9.298927954377441e+26,inf,2194759485162748416,inf,0.0,0.0,0.0020148002935622693,9.076334866469531e+35,inf,-8197668506622816256,inf,0.0,0.0,0.0004268644689750571,8.859070100603416e+44,inf,712301951558778880,inf,708.0,150.0,6826.0,17.0,0.0,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.0,1.0,1.0,1.0,1.0,0.17121968914808716,0.14076415687383262,0.14635554280097243,0.63574253865516,0.0,500
374,1,378.0,1,0.0,373925993,False,7,1691,0,5752,False,19,1,1141134850,5986,234,409414.0,0.85,378.0,0,0,373925993.0,0,53.6,0.0,0.0,0.00267379679144385,693368064.0,inf,2151248,inf,0.0,0.0,7.149189281935428e-06,4.807592721751081e+17,inf,4627867957504,inf,0.0,0.0,1.911547936346371e-08,3.3334312579810374e+26,inf,-8491052385864986624,inf,0.0,0.0,5.1110907388940394e-11,2.3112947778233967e+35,inf,-6099574534834159616,inf,0.0,0.0,1.366601801843326e-13,1.6025779854327188e+44,inf,6496294825435856896,inf,374.0,1.0,5752.0,19.0,0.0,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.0,1.0,1.0,1.0,1.0,0.0904465589567579,0.0009384277124922174,0.12332802258880653,0.7105357784969435,0.0,500
247,1,1999.0,1,0.0116,51459599,False,4,2211,0,14612,False,37,1,1117556716,16007,1395,265534.0,0.75,1999.0,0,6,51459599.0,0,283.47,0.0116,169.4992,0.004048582995951417,591782996.0,inf,3609164,11511988620.689655,0.00013455999999999999,3.8659059474141175,1.6391024275106952e-05,3.50207114354736e+17,inf,13026064778896,1.3252588200288811e+20,1.5608959999999996e-06,1.1864539694314357e-05,6.63604221664249e-08,2.072466153533603e+26,inf,-8327028159469251904,1.525636445564108e+30,1.8106393599999997e-08,4.899666064314161e-15,2.6866567678714535e-10,1.2264502294467115e+35,inf,-8794558418200096512,1.7563109400643424e+40,2.1003416575999992e-10,2.7226890728609785e-28,1.0877152906362162e-12,7.257923912268624e+43,inf,-4705881960724362240,2.021863155641346e+50,2668.7,545.6,32844.7,25.9,0.00472,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,0.09255442724922247,0.0018328445747800585,0.44488151817492627,1.4285714285714286,2.4576271186440675,0.05973342262652193,0.0009384277124922174,0.313294343892149,1.3836749370729953,3.4140175455145747,150
980,1,1948.0,250,0.0016,362412802,False,4,10352,0,50955,True,39,1,1009513983,52947,1992,348425.0,0.75,1948.0,0,0,362412802.0,6,276.24,0.4,20382.4,0.25510204081632654,3627411669.0,inf,49936880,1217211450000.0,0.16000000000000003,66470756.76160003,0.06507705122865473,1.3158115416397365e+19,inf,2493691984134400,1.4816037140111024e+24,0.06400000000000002,34683738947.0115,0.016601288578738452,4.772990140348859e+28,inf,-6771872931746287616,1.8034250050568395e+36,0.025600000000000005,2895617395562.7715,0.004235022596616952,1.73136001311234e+38,inf,4453470935256727552,2.195149565371493e+48,0.010240000000000003,38679106029694.92,0.0010803629073002428,6.280355514803696e+47,inf,-8688969410851897344,2.6719611854327044e+60,980.0,250.0,50955.0,39.0,0.0016,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.0,1.0,1.0,1.0,1.0,0.236999004753002,0.23460692812305434,1.0925207564347421,1.4584681769147787,0.4708989717951138,500
160,1,2300.0,1,0.0,245442211,False,4,1421,0,4456,False,10,0,1112021119,4835,379,241992.08632138115,0.83,2300.0,0,0,155885256.87782204,0,326.16,0.0,0.0,0.00625,347383346.749004,inf,712960,inf,0.0,0.0,3.906250000000001e-05,1.2067518959853875e+17,inf,508311961600,inf,0.0,0.0,2.4414062500000006e-07,4.192055123231099e+25,inf,362406096142336000,inf,0.0,0.0,1.5258789062500003e-09,1.4562501384643275e+34,inf,-2493934809814925312,inf,0.0,0.0,9.536743164062502e-12,5.058770468034386e+42,inf,5899259214529822720,inf,319.75,13.25,3960.5,33.0,0.00385,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,0.5003909304143862,0.07547169811320754,1.1251104658502715,0.30303030303030304,0.0,0.03869371506171461,0.0009384277124922174,0.09554062389703093,0.37396619920891766,0.0,100
620,1,3489.0,1,0.0,457264340,False,4,1156,0,4175,True,49,0,1057593746,4256,81,241992.08632138115,0.7,3489.0,0,3,155885256.87782204,0,494.77,0.0,0.0,0.0016129032258064516,284021616.873838,inf,2589120,inf,0.0,0.0,2.6014568158168575e-06,8.066827885162922e+16,inf,6703542374400,inf,0.0,0.0,4.195898090027189e-09,2.2911534989869362e+25,inf,-1090468441303023616,inf,0.0,0.0,6.7675775645599826e-12,6.50737121288421e+33,inf,-5683288942791622656,inf,0.0,0.0,1.0915447684774166e-14,1.848234093481642e+42,inf,-7574379568660742144,inf,620.0,1.0,4175.0,49.0,0.0,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,1.0,1.0,1.0,1.0,1.0,0.1499381458641441,0.0009384277124922174,0.08951573266833575,1.8324343761236965,0.0,0
129,1,3500.0,1,0.0,130039484,False,3,272,0,1874,True,43,0,312702043,1986,112,241992.08632138115,0.9,3500.0,0,3,155885256.87782204,2,496.33,0.0,0.0,0.007751937984496124,67019339.565737054,inf,241875,inf,0.0,0.0,6.009254251547383e-05,4491591875827568.0,inf,58503515625,inf,0.0,0.0,4.658336629106498e-07,3.0102352111679365e+23,inf,14150537841796875,inf,0.0,0.0,3.6111136659740296e-09,2.0174397579000211e+31,inf,-8433057225357459951,inf,0.0,0.0,2.799312919359713e-11,1.3520748018811987e+39,inf,3009567098044291075,inf,2942.7,580.3,45623.5,28.5,0.00095,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,0.04383729228259762,0.0017232465965879718,0.04107532302431861,1.5087719298245614,0.0,0.031196807768507407,0.0009384277124922174,0.040180235454002684,1.6080546565983458,0.0,5000
88,1,985.0,1,0.005,197641718,False,2,1676,0,11345,False,29,2,533232010,12446,1101,282026.0,0.75,985.0,0,4,197641718.0,1,139.68,0.005,56.725,0.011363636363636364,474609447.0,inf,998360,5790488000.0,2.5e-05,0.080443140625,0.00012913223140495868,2.2525412718164582e+17,inf,996722689600,3.3529751278144e+19,1.2500000000000002e-07,2.851960719970705e-09,1.4674117205108941e-06,1.0690773673614859e+26,inf,995088064389056000,1.941536224190775e+29,6.25e-10,2.5277729975052838e-21,1.6675133187623798e-08,5.073942181236506e+34,inf,6717873830045880320,1.1242442207741992e+39,3.1250000000000005e-12,5.601090753261221e-38,1.8949014985936134e-10,2.408140892746632e+43,inf,7753389360009281536,6.509922669462351e+48,535.0,33.666666666666664,22336.0,26.0,0.005833333333333334,4135.038461538462,1065.6121794871794,46639.846153846156,26.740384615384617,0.0033977564102564096,0.16448598130841122,0.029702970297029705,0.5079244269340975,1.1153846153846154,0.8571428571428571,0.021281543283943036,0.0009384277124922174,0.243246943023298,1.084501977705861,1.4715592868597305,500
